จะ	ja	100
ของ	khong	100
ว่า	wa	100
ก็	ko	100
ก็	gor	85
ก็	kor	80
ได้	dai	100
ได้	day	85
กัน	kan	100
กัน	gan	85
การ	kan	100
การ	karn	90
การ	gan	80
ความ	khwam	100
ความ	kwam	90
ต้อง	tong	100
นี้	nee	100
นี้	ni	90
ด้วย	duay	100
ด้วย	duy	85
ผู้	phu	100
ผู้	poo	90
ซึ่ง	sueng	100
ซึ่ง	seung	90
ซึ่ง	sung	75
มาก	mak	100
ตาม	tam	100
นั้น	nan	100
โดย	doy	100
โดย	doi	90
เพื่อ	phuea	100
เพื่อ	pua	90
เพื่อ	peua	85
เรื่อง	reuang	100
เรื่อง	ruang	90
เรื่อง	rueang	85
อีก	eek	100
อีก	ik	85
จึง	jung	100
จึง	jeung	90
เมื่อ	muea	100
เมื่อ	mua	90
เมื่อ	meua	85
กว่า	kwa	100
ไว้	wai	100
ไว้	way	85
ไทย	thai	100
ไทย	thay	85
ถ้า	ta	100
เวลา	wela	100
เวลา	welaa	85
ต่อ	tor	100
ต่อ	to	90
ต่าง	tang	100
ส่วน	suan	100
ทั้ง	tang	100
แบบ	baep	100
แบบ	baeb	90
แบบ	bab	85
ทุก	took	100
ทุก	tuk	90
ก่อน	kon	100
ก่อน	korn	90
อาจ	at	100
อาจ	ard	85
เช่น	chen	100
แห่ง	haeng	100
สามารถ	samat	100
สามารถ	samart	90
นำ	nam	100
นำ	num	80
อื่น	uen	100
อื่น	eun	90
จน	jon	100
ด้าน	dan	100
ชีวิต	chiwit	100
ชีวิต	cheewit	90
สิ่ง	sing	100
ได้รับ	dairap	100
ได้รับ	dayrap	85
พระ	pra	100
พระ	phra	90
นี่	nee	100
นี่	ni	90
หลาย	lai	100
หลาย	lay	90
เหมือน	meuan	100
เหมือน	muean	90
เหมือน	mean	80
ปัญหา	panha	100
สังคม	sangkhom	100
กลุ่ม	klum	100
กลุ่ม	kloom	85
คำ	kham	100
คำ	kam	85
ใด	dai	100
ใด	day	85
คง	khong	100
เสียง	siang	100
เสียง	seang	85
สำหรับ	samrap	100
สำหรับ	sumrap	85
แสดง	sadaeng	100
แสดง	sadang	85
สร้าง	sang	100
สร้าง	srang	85
กำลัง	kamlang	100
ผล	phon	100
ผล	pol	85
โลก	lok	100
กำหนด	kamnot	100
กำหนด	gamnot	85
ระบบ	rabop	100
ระบบ	rabob	85
เอง	eng	100
ขอ	kho	100
ที่สุด	teesut	100
ที่สุด	thisud	85
เสีย	sia	100
เสีย	sear	80
แก่	kae	100
แก่	gae	90
แก่	kair	75
ควร	khuan	100
ควร	kuan	90
ควร	khuon	80
พอ	por	100
พอ	paw	90
พอ	po	85
น้อย	noi	100
น้อย	noy	90
สี	see	100
สี	si	90
น่า	na	100
ร่วม	ruam	100
พัฒนา	pattana	100
พัฒนา	phatthana	85
หาก	hak	100
เดียว	diao	100
เดียว	diew	90
เดียว	deow	80
กรณี	karanee	100
กรณี	koranee	85
กรณี	karani	80
มาตรา	matra	100
กฎหมาย	kotmai	100
กฎหมาย	kodmai	85
ระดับ	radap	100
เกี่ยวกับ	kiawkap	100
เกี่ยวกับ	keawkap	88
เกี่ยวกับ	kiaokap	80
ดังกล่าว	dangklao	100
ดังกล่าว	dangklaow	85
นัก	nak	100
จัด	jat	100
จัด	chat	85
กล่าว	klao	100
กล่าว	glao	85
ช่วง	chuang	100
เพียง	piang	100
เพียง	phiang	85
ฝ่าย	fai	100
ฝ่าย	fay	85
ลักษณะ	laksana	100
ลักษณะ	luksana	85
จำนวน	chamnuan	100
จำนวน	jamnuan	95
ตน	ton	100
ข้อ	kho	100
รวม	ruam	100
รวม	ruem	80
สาว	sao	100
สาว	saow	85
บ้าง	bang	100
บุคคล	bukkhon	100
บุคคล	bukkon	90
บุคคล	bookkon	80
พิจารณา	pijarana	100
พิจารณา	pijaranaa	85
อำนาจ	amnat	100
ภาพ	phap	100
ผ่าน	phan	100
ข้อมูล	khomun	100
ข้อมูล	kormoon	85
ค่า	ka	100
ยิ่ง	ying	100
เพิ่ม	perm	100
เพิ่ม	poem	85
เพิ่ม	peum	80
ตั้งแต่	tangtae	100
ตั้งแต่	tungtae	85
ทรง	song	100
ทรง	srong	75
เศรษฐกิจ	sedthakit	100
เศรษฐกิจ	setthakit	95
เศรษฐกิจ	sethakit	85
วันที่	wanthi	100
วันที่	wanti	90
ต่อไป	torpai	100
ต่อไป	topai	90
ต่อไป	tawpai	80
กระทำ	kratham	100
กระทำ	gratam	85
ไหน	nai	100
ไหน	nay	85
ตั้ง	tang	100
ภาษา	phasa	100
ภาษา	pasa	90
รัฐ	rat	100
รัฐ	ratta	80
ก็ได้	kodai	100
ก็ได้	gordai	85
ก็ได้	kordai	80
ตอน	ton	100
ตอน	torn	85
รู้สึก	ruseuk	100
รู้สึก	roosuek	85
การศึกษา	kansueksa	100
การศึกษา	karnsueksa	90
การศึกษา	kansuksa	80
ขนาด	khanad	100
ขนาด	kanat	85
เท่านั้น	taonan	100
เท่านั้น	thaonan	85
ชื่อ	chue	100
ชื่อ	cheu	90
ชื่อ	chu	80
ชาติ	chat	100
ชาติ	chart	90
รัฐบาล	rattaban	100
รัฐบาล	ratthaban	90
ผิด	pit	100
ผิด	phid	85
นาน	nan	100
หลัก	lak	100
ละ	la	100
ภายใน	painai	100
ภายใน	phainai	85
แต่ละ	taela	100
แต่ละ	taelae	85
จีน	jeen	100
เรียก	riak	100
เรียก	reak	85
ประชาชน	prachachon	100
ผลิต	phalit	100
ผลิต	palit	90
หมด	mot	100
มนุษย์	manut	100
มนุษย์	manoot	90
มนุษย์	manussaya	75
การเมือง	karnmuang	100
การเมือง	kanmuang	90
การเมือง	karnmueang	85
พร้อม	prom	100
พร้อม	phrom	85
มัก	mak	100
ชาว	chao	100
ชาว	chaow	85
เสนอ	sanoe	100
เสนอ	saner	85
เสนอ	sanur	80
ปฏิบัติ	patibat	100
ปฏิบัติ	pati	80
รักษา	raksa	100
เลือก	leuak	100
เลือก	luak	90
เลือก	lueak	85
ก็คือ	gokhue	100
ก็คือ	gorkue	85
ก็คือ	kokhue	80
ระยะ	raya	100
ตลอด	talod	100
ตลอด	talot	90
สู่	su	100
สู่	soo	90
ความคิด	kwamkit	100
ความคิด	khwamkhid	90
หรือไม่	ruemai	100
หรือไม่	reumai	90
หรือไม่	luemai	75
หน้าที่	natee	100
หน้าที่	nathi	85
ผู้หญิง	phuying	100
ผู้หญิง	puying	90
ผู้หญิง	phooying	85
เก็บ	kep	100
เดียวกัน	diaokan	100
เดียวกัน	diawkan	90
เดียวกัน	diowkan	80
ศึกษา	suksa	100
ศึกษา	seuksa	90
ชั้น	chan	100
ประโยชน์	prayot	100
ประโยชน์	prayoht	85
สิทธิ	sit	100
สิทธิ	sitti	90
สิทธิ	sithi	85
แค่	kae	100
แค่	khae	90
เปลี่ยน	plian	100
เปลี่ยน	plien	90
เปลี่ยน	pliean	80
ปัจจุบัน	patjuban	100
ปัจจุบัน	patchuban	90
เจ้า	jao	100
เจ้า	chao	85
พื้นที่	puenti	100
พื้นที่	peunti	90
พื้นที่	phuenthee	80
คณะกรรมการ	kanakammakan	100
คณะกรรมการ	kanagammakan	85
ตำแหน่ง	tamnaeng	100
ตำแหน่ง	tumnaeng	85
วิธี	witi	100
วิธี	withee	90
ประจำ	prajam	100
ประจำ	pracham	85
พยายาม	payayam	100
พยายาม	phayayam	90
เนื่องจาก	nueangjak	100
เนื่องจาก	nuangjak	90
เนื่องจาก	neuangjak	85
โอกาส	okat	100
โอกาส	okas	90
แม้	mae	100
อย่า	ya	100
สมัย	samai	100
สมัย	samay	85
สัมพันธ์	sampan	100
สัมพันธ์	samphan	90
ประเภท	pratet	100
ประเภท	praphet	85
วัฒนธรรม	watthanatham	100
วัฒนธรรม	wattanatam	90
เหตุ	het	100
